date,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_20,sensor_21,sensor_24,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_36,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51,machine_status
4/1/2018 0:00,2.45450625,48.55613217,53.14235873,46.22540367,634.1204083,75.73643933,13.36383417,16.16210717,15.70252267,15.08656533,41.77646567,51.393661,36.3986255,1.818547067,420.0764433,462.8014483,399.2168133,879.3063017,627.4243917,849.0669333,449.50161,781.462175,701.0752067,653.2484433,750.7638567,699.8662183,456.883985,167.6325783,198.9624267,45.08246217,32.88628217,71.02430267,31.69704695,32.10937278,40.33853817,38.77314691,50.05304767,47.125772,39.31327092,197.4585233,78.1684055,210.0308633,0
4/1/2018 1:00,2.45424395,48.0157685,53.10691322,45.93532823,634.236105,74.56588717,13.59302517,16.15668117,15.7127705,15.09235217,40.35282067,52.5768235,37.25087883,1.869701767,420.2269817,462.8485283,399.321165,879.452075,627.39619,849.2922867,451.6274917,780.1192033,699.8727967,656.65894,746.29337,695.5189033,460.4269,169.7363333,204.060205,48.18142067,32.40451183,69.253469,32.74739217,32.88628212,39.8784685,43.21952167,47.33314117,43.87538533,39.30362604,180.6857683,73.384452,203.7374533,0
4/1/2018 2:00,2.45362085,48.99305317,53.01070405,45.59316906,634.4270717,75.01687633,13.59664167,16.16078033,15.6678,15.09223167,40.50638983,51.600891,36.8974465,1.836846883,420.2673517,463.3078217,399.3863717,879.8179667,627.6025733,850.07541,453.3929983,780.5776417,702.32077,662.44598,760.5294783,704.704805,461.3014067,169.1975933,202.30255,47.63454585,30.92447782,65.85937183,33.20312255,32.27430333,39.93923255,42.23090183,50.9018135,48.44714537,38.47897323,173.6159367,75.8487655,209.9971033,0
4/1/2018 3:00,2.454571817,48.654513,52.97598483,45.21845857,633.4169883,73.256377,13.60435817,16.15933333,15.688658,15.091508,39.80293533,54.8616805,38.24161583,1.79769085,420.3785417,462.8713483,399.40779,880.2692217,627.69954,849.8044533,447.8543,780.74431,699.8396283,655.4089467,742.7517033,699.5454367,459.5681033,173.0205667,201.6836083,42.06162867,30.69878433,68.107636,31.24131805,31.31510359,39.6267325,50.815008,53.74710617,45.55844978,38.33429665,204.3885033,104.6392742,222.6803583,0
4/1/2018 4:00,2.45378485,48.32682183,52.86819998,45.13093049,634.9864867,70.14983517,13.58518867,16.15149717,15.70216133,15.09536567,39.68420067,54.72350667,38.9425635,1.878923867,420.434435,462.712955,393.1861817,866.0783067,617.825635,827.8018967,437.4259633,782.8670133,705.41463,662.253085,770.6683567,707.042635,474.2242,178.9084133,203.885835,43.741316,30.12586783,68.27256567,31.30208272,30.97656096,39.57898983,56.64544717,69.22743,59.23996883,38.53202086,213.0835233,114.178239,211.6415883,0
4/1/2018 5:00,2.453916,47.221498,52.8117715,45.36892187,633.68054,73.965514,13.60291067,16.16307167,15.69890533,15.091147,36.905969,50.50146883,36.4355205,1.856627783,420.3618533,462.9387083,390.0092717,858.4835383,613.2605167,800.10702,401.5425683,779.1437017,700.6430767,656.1805517,746.4843367,702.5314617,449.9194083,181.70415,202.0379267,43.3289895,33.59374767,62.14843417,31.43229075,31.18489505,37.69530941,54.5138895,62.53858033,48.92457517,39.34220641,184.5003867,91.19888183,214.8533967,0
4/1/2018 6:00,2.454325883,47.12673417,52.68373417,45.02893311,633.8136483,74.79223733,13.6030315,16.16451817,15.66080817,15.0912675,38.0500005,52.49109333,35.345063,1.64447015,420.2254417,462.7917567,389.95738,858.476335,613.0110333,846.303995,612.3289723,739.1155017,699.7278417,641.3425767,726.7447633,696.5269817,398.3331583,178.92278,195.0723067,44.29253167,33.11197667,68.82378167,30.25607592,31.09374905,38.74565708,55.10706017,52.23283183,42.07175891,38.61882645,205.0443667,98.94868983,211.35223,0
4/1/2018 7:00,2.4542603,47.02039833,52.50650971,44.99638173,633.684405,73.54426967,13.5862735,16.15402867,15.66056567,15.08234533,38.41525467,52.58180433,36.54515217,1.830605517,420.055475,462.6415483,389.9585717,858.4576383,612.6790967,849.25163,417.6252533,756.6245833,701.2457283,660.547835,748.4808683,694.8511883,398.308985,174.3708783,196.943,43.906246,34.60503182,62.25260083,30.76822839,31.24999794,38.70225333,55.67129583,52.36786317,42.12962984,39.80034675,237.8134667,115.4176283,206.7418983,0
4/1/2018 8:00,2.453899567,46.50028783,52.45297979,44.44588958,634.3074783,73.84882217,13.35057233,16.163192,15.67828917,15.088133,38.92531333,51.7851175,35.580886,1.848158667,420.2184533,462.827595,389.9944117,859.1314467,613.18376,850.0275167,282.6249497,778.33568,701.026545,659.8842467,755.5208,702.0089817,402.4276367,172.286825,196.84977,44.492184,31.73611033,63.901906,30.78993012,31.06770653,38.38107369,55.27584883,62.17689017,44.02488467,38.79726008,199.8890817,109.6884608,214.4965267,0
4/1/2018 9:00,2.453817633,46.4344595,52.28804913,44.93127745,635.8506783,73.26955533,13.34587,16.16150417,15.67648133,15.08728883,40.3018395,52.68974317,37.18513133,1.776891567,420.232985,463.15385,390.01726,859.4791633,612.814885,850.09951,537.8586133,732.3553117,700.6151117,659.1126383,741.60587,698.4191183,402.0453317,170.697225,192.48423,43.32030917,33.389754,82.92100217,31.73176932,32.86892066,44.25780933,52.941743,48.59664367,44.71450617,39.8919748,207.9668133,113.6622327,219.0441733,0
